,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
118,bio_source_H1-hESC,8,0.56075851911246,0.5247751564046614,7.714288473129272
119,bio_source_H1-hESC,9,0.5713225123068348,0.5177372858062624,7.65302586555481
120,bio_source_H1-hESC,mean,0.5725480725688643,0.5211131406470273,7.644588470458984
121,bio_source_H1933,0,0.476557961920684,0.4092732841119681,7.62835693359375
122,bio_source_H1933,1,0.5444641969342097,0.3868393304314366,7.60776948928833
123,bio_source_H1933,2,0.4653644865639929,0.4548175477430082,7.623226881027222
124,bio_source_H1933,3,0.5428849985774098,0.3863583054094638,7.682207822799683
125,bio_source_H1933,4,0.5517793420535322,0.3570409267416218,7.595485687255859
126,bio_source_H1933,5,0.5076312184568971,0.3668208493488379,7.6159327030181885
127,bio_source_H1933,6,0.4840139719131336,0.4261461734390717,7.595300197601318
128,bio_source_H1933,7,0.4736040401014066,0.3814907471785371,7.574905633926392
129,bio_source_H1933,8,0.4412596055045878,0.4152234921501276,7.661039352416992
130,bio_source_H1933,9,0.4959258630773625,0.433362767506026,7.595617055892944
131,bio_source_H1933,mean,0.4983485685103215,0.4017373424060099,7.617984175682068
132,bio_source_H9-hESC,0,0.5533215704940444,0.4477755643916249,7.605680465698242
133,bio_source_H9-hESC,1,0.5972178117272812,0.4388322628726996,7.595108985900879
134,bio_source_H9-hESC,2,0.528004982170492,0.4888859913256951,7.665685653686523
135,bio_source_H9-hESC,3,0.5831809301919906,0.4657476937634026,7.602419137954712
136,bio_source_H9-hESC,4,0.5931542514341344,0.4268145818564636,7.632094383239746
137,bio_source_H9-hESC,5,0.5742737810853463,0.4302341322570738,7.619902610778809
138,bio_source_H9-hESC,6,0.5689615540244817,0.4509270020131209,7.642052412033081
139,bio_source_H9-hESC,7,0.5597064187857599,0.4114961510452844,7.722922086715698
140,bio_source_H9-hESC,8,0.533172918732717,0.4436353738750997,7.630093097686768
141,bio_source_H9-hESC,9,0.5848551285453445,0.4171358659981941,7.642230749130249
142,bio_source_H9-hESC,mean,0.5675849347191592,0.4421484619398658,7.635818958282471
143,bio_source_HAP-1,0,0.5124664409282464,0.3556513570203881,7.620859146118164
144,bio_source_HAP-1,1,0.5176348603311579,0.3532055340658074,7.610589265823364
145,bio_source_HAP-1,2,0.4746263194456713,0.3939188332665559,7.706188440322876
146,bio_source_HAP-1,3,0.5070447195642505,0.3774005478332213,7.596933364868164
147,bio_source_HAP-1,4,0.5584346022647927,0.3264555725507783,7.587225198745727
148,bio_source_HAP-1,5,0.5029255987186215,0.3534299694837157,7.599797964096069
149,bio_source_HAP-1,6,0.5310672073708197,0.3462825272394155,7.608278751373291
150,bio_source_HAP-1,7,0.5039672034790277,0.3787906245551894,7.677872180938721
151,bio_source_HAP-1,8,0.4945776119329479,0.3183426614457506,7.620404958724976
152,bio_source_HAP-1,9,0.5048858284048757,0.3589403432237306,7.6093432903289795
153,bio_source_HAP-1,mean,0.5107630392440412,0.3562417970684553,7.623749256134033
154,bio_source_HCC tumor,0,0.5306247268010238,0.3699403902571627,7.607279062271118
155,bio_source_HCC tumor,1,0.5553679960856037,0.3316651823700966,7.6990015506744385
156,bio_source_HCC tumor,2,0.4903450232347224,0.3992049998784551,7.607109308242798
157,bio_source_HCC tumor,3,0.5107758031051004,0.3768493303074044,7.606693267822266
158,bio_source_HCC tumor,4,0.5724311652310048,0.3234580961019698,7.6141197681427
159,bio_source_HCC tumor,5,0.557700181748416,0.3329443864678326,7.594599008560181
160,bio_source_HCC tumor,6,0.534679688919288,0.3529314148535865,7.712836027145386
161,bio_source_HCC tumor,7,0.5048390257014315,0.3615689595541715,7.6102423667907715
162,bio_source_HCC tumor,8,0.5322648119968412,0.3667317761686867,7.59814190864563
163,bio_source_HCC tumor,9,0.5113643383792834,0.3598682062797423,7.614653825759888
164,bio_source_HCC tumor,mean,0.5300392761202715,0.3575162742239108,7.626467609405518
165,bio_source_HCC_adjancent_normal,0,0.554637766843601,0.4575536822890908,7.631749391555786
166,bio_source_HCC_adjancent_normal,1,0.5616458806653224,0.4144225850749758,7.679032325744629
167,bio_source_HCC_adjancent_normal,2,0.5210358502453228,0.4835536388449623,7.601218700408935
168,bio_source_HCC_adjancent_normal,3,0.5121899945270514,0.441523554341414,7.589346885681152
169,bio_source_HCC_adjancent_normal,4,0.5701840290765696,0.4267359387374519,7.612396717071533
170,bio_source_HCC_adjancent_normal,5,0.5833210935354625,0.4161801200658239,7.704612970352173
171,bio_source_HCC_adjancent_normal,6,0.5692476870777097,0.4103935754727347,7.643908262252808
172,bio_source_HCC_adjancent_normal,7,0.532846619953451,0.4400280856895638,7.619276285171509
173,bio_source_HCC_adjancent_normal,8,0.5740033455964126,0.4144374310163008,7.627190351486206
174,bio_source_HCC_adjancent_normal,9,0.5187764846860883,0.4327616974617579,7.610111236572266
175,bio_source_HCC_adjancent_normal,mean,0.5497888752206992,0.4337590308994076,7.631884312629699
176,bio_source_HCT116,0,0.4881068247872145,0.4020238522271986,7.67752742767334
177,bio_source_HCT116,1,0.5119544681790028,0.4067595765543234,7.628593921661377
178,bio_source_HCT116,2,0.5100929148965375,0.413217471519718,7.60351824760437
179,bio_source_HCT116,3,0.5484726340816809,0.3763847556325871,7.608630895614624
